Number of variables,Number of clauses,result 1/2,time 1/2,result LSU interrupted
77,400,388,0.32038187980651855,391
77,400,387,0.31874775886535645,395
77,400,388,0.31417298316955566,394
77,400,390,0.32338809967041016,397
77,500,477,0.39775514602661133,482
77,500,486,0.5947329998016357,486
77,500,478,0.4064791202545166,481
77,500,478,0.40543198585510254,486
77,500,482,0.39927029609680176,488
77,600,570,0.48679113388061523,569
77,600,575,0.47521352767944336,571
77,600,574,0.48024678230285645,568
77,600,573,0.48827648162841797,572
77,600,573,0.7165415287017822,575
77,700,662,0.566988468170166,654
77,700,669,0.5555529594421387,659
77,700,668,0.5588493347167969,657
77,700,661,0.5585513114929199,660
77,700,664,0.5845658779144287,653
77,800,756,0.6481454372406006,738
77,800,762,0.6333446502685547,751
77,800,751,0.632335901260376,751
77,800,758,0.8723084926605225,746
77,800,759,0.6343686580657959,748
77,900,858,0.7145538330078125,842
77,900,854,0.7144763469696045,836
77,900,857,0.7277531623840332,831
77,900,848,0.7124040126800537,829
77,900,850,0.7149405479431152,831
79,100,100,0.22420024871826172,100
79,100,100,0.08319211006164551,100
79,100,100,0.08297181129455566,100
79,100,100,0.08565473556518555,100
79,100,100,0.13207221031188965,100
79,200,199,0.25861096382141113,200
79,200,199,0.16427397727966309,200
79,200,198,0.1719198226928711,200
79,200,197,0.16331195831298828,200
79,200,198,0.1667165756225586,200
79,300,294,0.24312329292297363,300
79,300,295,0.24621820449829102,300
79,300,294,0.24746203422546387,300
79,300,292,0.2620558738708496,300
79,300,292,0.2438497543334961,300
79,400,380,0.464571475982666,387
79,400,392,0.32946062088012695,395
79,400,389,0.32892465591430664,398
79,400,388,0.37670397758483887,398
79,400,390,0.32603001594543457,394
79,500,488,0.4098215103149414,484
79,500,478,0.405531644821167,486
79,500,477,0.4058699607849121,485
79,500,482,0.5464277267456055,486
79,500,481,0.4080619812011719,484
79,600,579,0.4959084987640381,576
79,600,580,0.4846987724304199,573
79,600,576,0.49040699005126953,573
79,600,575,0.49579691886901855,571
79,600,577,0.4891514778137207,573
79,700,669,0.5813336372375488,659
79,700,664,0.576134443283081,656
79,700,659,0.5659613609313965,655
79,700,661,0.7858691215515137,662
79,700,665,0.5782599449157715,653
79,800,749,0.669891357421875,755
79,800,755,0.6559634208679199,749
79,800,758,0.6566131114959717,745
79,800,761,0.6587166786193848,749
79,800,756,0.6552121639251709,761
79,900,849,0.7393808364868164,837
79,900,850,0.740135669708252,833
79,900,848,0.7389302253723145,840
79,900,853,0.7256424427032471,834
79,900,852,0.740156888961792,829
